CPV Code,Name,Description
42641000,Verktøymaskiner,"til bearbeiding av stein, keramisk, betong eller glassVerktøymaskiner til bearbeiding av steinVerktøymaskiner til bearbeiding av keramikkVerktøymaskiner til bearbeiding av betongVerktøymaskiner til bearbeiding av glass"
42641100,Verktøymaskiner,til bearbeiding av stein
42641200,Verktøymaskiner,til bearbeiding av keramikk
42641300,Verktøymaskiner,til bearbeiding av betong
42641400,Verktøymaskiner,til bearbeiding av glass
42642000,Verktøymaskiner,"til bearbeiding av tre, ben, kork, hardgummi eller hardplastVerktøymaskiner til bearbeiding av treVerktøymaskiner til bearbeiding av benVerktøymaskiner til bearbeiding av korkVerktøymaskiner til bearbeiding av hardgummiVerktøymaskiner til bearbeiding av hardplast"
42642100,Verktøymaskiner,til bearbeiding av tre
42642200,Verktøymaskiner,til bearbeiding av ben
42642300,Verktøymaskiner,til bearbeiding av kork
42642400,Verktøymaskiner,til bearbeiding av hardgummi
42642500,Verktøymaskiner,til bearbeiding av hardplast
42650000,Pneumatiske,eller motordrevne håndverktøyPneumatiske håndverktøyElektromekaniske håndverktøy
42651000,Pneumatiske,håndverktøy
42652000,Elektromekaniske,håndverktøy
42660000,Verktøy,"til lodding, slaglodding og sveising, maskiner og utstyr til overflateherding og varmesprøytingApparater til lodding og slagloddingLoddeutstyrSlagloddeutstyrSveiseutstyrElektrisk sveiseutstyrIkke-elektrisk sveiseutstyrMaskiner til overflateherdingSmelteutstyrSmelteutstyr til plastMetallsprøytemaskiner"
42661000,Apparater,til lodding og slagloddingLoddeutstyrSlagloddeutstyr
42662000,Sveiseutstyr,sveiseutstyrIkke-elektrisk sveiseutstyr
42662100,Elektrisk,sveiseutstyrIkke-elektrisk sveiseutstyr | sveiseutstyr
42662200,Ikke-elektrisk,sveiseutstyr
42663000,Maskiner,til overflateherding
42664000,Smelteutstyr,til plast
42664100,Smelteutstyr,til plast | til plast
42670000,Deler,og tilbehør til verktøymaskinerVerktøysholdereFraktere for laboratorieverktøyReagensrørholdere for badMaterialeholdere til verktøymaskinerDeleanordninger og spesialtilbehør til verktøymaskinerDeler og tilbehør til verktøymaskiner til bearbeiding av metallDeler og tilbehør til verktøymaskiner til bearbeiding av harde materialerDeler til kjedesagerDeler til håndverktøyDeler til pneumatisk verktøy
42671000,Verktøysholdere,for laboratorieverktøyReagensrørholdere for bad
42671100,Fraktere,for laboratorieverktøyReagensrørholdere for bad | for laboratorieverktøyReagensrørholdere for bad
42671110,Reagensrørholdere,for bad
42672000,Materialeholdere,til verktøymaskiner
42673000,Deleanordninger,og spesialtilbehør til verktøymaskiner
42674000,Deler,og tilbehør til verktøymaskiner til bearbeiding av metall
42675000,Deler,og tilbehør til verktøymaskiner til bearbeiding av harde materialerDeler til kjedesager
42675100,Deler,til kjedesager
42676000,Deler,til håndverktøy
42677000,Deler,til pneumatisk verktøy
42700000,Maskiner,"til framstilling av tekstiler, bekledningsartikler og lærvarerMaskiner til fremstilling av tekstilerMaskiner til bearbeiding av kunstfiberSpinnemaskinerVevemaskinerStrikkemaskinerSymaskinerVaskemaskiner, rensemaskiner og tørkemaskinerVaskeanleggVaskeutstyrVaskemaskinerMaskiner til kjemisk rensingTørkemaskinerApparater til stryking og sammenlegging av lintøyApparater til sammenlegging av lintøyMaskiner til ferdigbehandling av tekstilerStrykemaskinerStrykepresserDeler til maskiner til fremstilling av tekstiler og bekledning"
42710000,Maskiner,"til fremstilling av tekstilerMaskiner til bearbeiding av kunstfiberSpinnemaskinerVevemaskinerStrikkemaskinerSymaskinerVaskemaskiner, rensemaskiner og tørkemaskinerVaskeanleggVaskeutstyrVaskemaskinerMaskiner til kjemisk rensingTørkemaskinerApparater til stryking og sammenlegging av lintøyApparater til sammenlegging av lintøyMaskiner til ferdigbehandling av tekstilerStrykemaskinerStrykepresser"
42711000,Maskiner,til bearbeiding av kunstfiber
42716000,"Vaskemaskiner,",rensemaskiner og tørkemaskinerVaskeanleggVaskeutstyrVaskemaskinerMaskiner til kjemisk rensingTørkemaskiner
42716100,Vaskeanlegg,til kjemisk rensing
42716110,Vaskeutstyr,til kjemisk rensing
42716120,Vaskemaskiner,til kjemisk rensing
42716130,Maskiner,til kjemisk rensing | til kjemisk rensing
42717000,Apparater,til stryking og sammenlegging av lintøyApparater til sammenlegging av lintøy
42717100,Apparater,til sammenlegging av lintøy
42718000,Maskiner,til ferdigbehandling av tekstilerStrykemaskinerStrykepresser
42720000,Deler,til maskiner til fremstilling av tekstiler og bekledning
42800000,Maskiner,til fremstilling av papir eller pappDeler til maskiner til fremstilling av papir eller papp
42810000,Deler,til maskiner til fremstilling av papir eller papp
42900000,Diverse,"maskineri til generelt og spesielt brukDestillasjons-, filtrerings- eller rektifikasjonsapparaterMaskiner og apparater til filtrering eller rensing av væskerMaskiner og apparater til filtrering av væskerApparater til filtrering av boreslamHydrosyklonerApparater til filtrering eller rensing av drikkevarerMaskiner og apparater til filtrering eller rensing av vannVannfiltreringsapparaterAvluftningsapparaterVannrenseapparaterAvsaltningsapparaterUtstyr til filtreringsanleggOlje-, bensin- og luftinntaksfiltreOljefiltreBensinfiltreLuftinntaksfiltreResirkulasjonsutstyrMaskiner til rensing av flasker, pakking, veiing og sprøytingMaskiner til rensing, påfylling, pakking eller emballering av flasker eller andre beholdereMaskiner til rensing eller tørking av flasker eller andre beholdereMaskiner til påfylling eller lukning av flasker, hermetikkbokser eller andre beholderePakke- og emballeringsmaskinerOmsnøringsmaskinerPakkemaskinerInnpakkingsmaskinerMaskiner for veiing og vekterMaskiner for veiingSkålvektVekterButikkvekterVekter for løpende veiing av varerKontrollvekterSentrifuger, kalandere eller salgsautomaterSentrifugerLaboratoriesentrifuger og -tilbehørGulvsentrifugerBenksentrifugerInnsatser til sentrifugerRoterende utstyr til sentrifugerKalandereValsemaskinerAutomaterAutomater for salg av hygieneartiklerFrimerkeautomaterAutomater for salg av varerMaskiner til varmebehandling av materialerMaskiner til varmebehandling av gassOvner og tilbehørVakuumovnerTermostatbad og tilbehørAvkjølingsspolerUltralydbadImmersjonstermostaterImmersjonsavkjølereAvkjøler og avkjøler/varmesirkulatorResirkulerte avkjølereHøytemperaturs-sirkulatorerVarmesirkulatorerBadedekselDeler til maskiner til generelle formålDeler til sentrifugerDeler til kalandereDeler til valsemaskinerDeler til filtreringsmaskinerDeler til rensemaskinerDeler til sprøytemaskinerLodd til veiemaskinerOppvaskmaskiner til storhusholdningKommando- og kontrollsystem, trykking, grafikk, kontorautomasjon og informasjonsbehandlingsutstyrKommando- og kontrollsystemAdgangskontrollsystemerScada eller lignende systemSystem til lokalisering av kjøretøyerEkspedisjonssystemTrykk- og grafikkutstyrFilmfremkallingssystemTrykkpresseGrafiske arbeidsstasjonerHektografGraveringsmaskinerMyntpresseKontorautomatiseringsutstyrInformasjonsbehandlingsutstyrLagerstyringssystemDepotsystemStyreenhetDigital fjernbetjeningsenhetDiverse automaterDrikkevareautomatAutomater til hygieneartiklerAutomat til toalettpapirrullerDeler til oppvaskmaskiner og maskiner til rengjøring, påfylling, pakning eller innpakningDeler til oppvaskmaskinerDeler til rengjøringsmaskinerDeler til påfyllingsmaskinerDeler til pakkemaskinerDeler til innpakkingsmaskinerGassgeneratorerOzongeneratorerDiverse spesialmaskinerPapir-, trykkeri- og bokbinderimaskiner samt tilhørende delerBokbindingsmakinerMaskiner til hefting av bøkerTrykkemaskinerOffsettrykkemaskinerSettemaskinerBillettrykkemaskinerFotosettingssystemTørkere til tre, papirmasse, papir eller pappDeler til trykke- eller bokbindingsmaskinerElektriske apparater til spesialoppgaverFaradays skjermEkkofritt romElektromagnetisk absorberende materialeMaskiner til den kjemiske industriKloringsanleggDoseringsanleggMaskiner til bearbeiding av gummi eller plastMaskiner til fremstilling av plastvinduer og -vindusrammerMaskineri for plastarbeiderLamineringstilbehørLaminatorerDiverse rengjøringsmaskinerVasketunnelMaskiner til strandrengjøringMaskiner for avløpsrensingKvernerPumper for avløpsrensingAvløpspresserSkrapereMikseraggregaterAvløpsfitreOksygeneringsutstyrBunnfellingsapparatBunnfellingstankSlambehandlingsutstyrRørledningsutstyrMaskiner til innvendig inspeksjon av rørledningers overflateMaskiner til innvendig rengjøring av rørledningers overflateIndustriroboterPallegripesystemPalleoppsamlingssystemStøvsugere og bonemaskiner til industriell brukStøvsugere til industriell brukIndustriell gulvbonemaskinerDeler til industristøvsugereDeler til industrielle gulvbonemaskiner"
42910000,"Destillasjons-,","filtrerings- eller rektifikasjonsapparaterMaskiner og apparater til filtrering eller rensing av væskerMaskiner og apparater til filtrering av væskerApparater til filtrering av boreslamHydrosyklonerApparater til filtrering eller rensing av drikkevarerMaskiner og apparater til filtrering eller rensing av vannVannfiltreringsapparaterAvluftningsapparaterVannrenseapparaterAvsaltningsapparaterUtstyr til filtreringsanleggOlje-, bensin- og luftinntaksfiltreOljefiltreBensinfiltreLuftinntaksfiltreResirkulasjonsutstyr"
42912000,Maskiner,og apparater til filtrering eller rensing av væskerMaskiner og apparater til filtrering av væskerApparater til filtrering av boreslamHydrosyklonerApparater til filtrering eller rensing av drikkevarerMaskiner og apparater til filtrering eller rensing av vannVannfiltreringsapparaterAvluftningsapparaterVannrenseapparaterAvsaltningsapparaterUtstyr til filtreringsanlegg
42912100,Maskiner,og apparater til filtrering av væskerApparater til filtrering av boreslamHydrosyklonerApparater til filtrering eller rensing av drikkevarer
42912110,Apparater,til filtrering av boreslam
42912130,Apparater,til filtrering eller rensing av drikkevarer
42912300,Maskiner,og apparater til filtrering eller rensing av vannVannfiltreringsapparaterAvluftningsapparaterVannrenseapparaterAvsaltningsapparaterUtstyr til filtreringsanlegg
42912350,Utstyr,til filtreringsanlegg
42913000,"Olje-,",bensin- og luftinntaksfiltreOljefiltreBensinfiltreLuftinntaksfiltre
42920000,Maskiner,"til rensing av flasker, pakking, veiing og sprøytingMaskiner til rensing, påfylling, pakking eller emballering av flasker eller andre beholdereMaskiner til rensing eller tørking av flasker eller andre beholdereMaskiner til påfylling eller lukning av flasker, hermetikkbokser eller andre beholderePakke- og emballeringsmaskinerOmsnøringsmaskinerPakkemaskinerInnpakkingsmaskinerMaskiner for veiing og vekterMaskiner for veiingSkålvektVekterButikkvekterVekter for løpende veiing av varerKontrollvekter"
42921000,Maskiner,"til rensing, påfylling, pakking eller emballering av flasker eller andre beholdereMaskiner til rensing eller tørking av flasker eller andre beholdereMaskiner til påfylling eller lukning av flasker, hermetikkbokser eller andre beholderePakke- og emballeringsmaskinerOmsnøringsmaskinerPakkemaskinerInnpakkingsmaskiner"
42921100,Maskiner,til rensing eller tørking av flasker eller andre beholdere
42921200,Maskiner,"til påfylling eller lukning av flasker, hermetikkbokser eller andre beholdere"
42921300,Pakke-,og emballeringsmaskinerOmsnøringsmaskinerPakkemaskinerInnpakkingsmaskiner
42923000,Maskiner,for veiing og vekterMaskiner for veiingSkålvektVekterButikkvekterVekter for løpende veiing av varerKontrollvekter
42923100,Maskiner,for veiingSkålvekt
42923200,Vekter,for løpende veiing av varerKontrollvekter
42923210,Butikkvekter,for løpende veiing av varerKontrollvekter
42923220,Vekter,for løpende veiing av varerKontrollvekter | for løpende veiing av varer
42930000,"Sentrifuger,",kalandere eller salgsautomaterSentrifugerLaboratoriesentrifuger og -tilbehørGulvsentrifugerBenksentrifugerInnsatser til sentrifugerRoterende utstyr til sentrifugerKalandereValsemaskinerAutomaterAutomater for salg av hygieneartiklerFrimerkeautomaterAutomater for salg av varer
42931000,Sentrifuger,og -tilbehørGulvsentrifugerBenksentrifugerInnsatser til sentrifugerRoterende utstyr til sentrifuger
42931100,Laboratoriesentrifuger,og -tilbehørGulvsentrifugerBenksentrifugerInnsatser til sentrifugerRoterende utstyr til sentrifuger | og -tilbehørGulvsentrifugerBenksentrifugerInnsatser til sentrifugerRoterende utstyr til sentrifuger
42931130,Innsatser,til sentrifuger
42931140,Roterende,utstyr til sentrifuger
42933000,Automater,for salg av hygieneartiklerFrimerkeautomaterAutomater for salg av varer
42933100,Automater,for salg av hygieneartiklerFrimerkeautomaterAutomater for salg av varer | for salg av hygieneartikler
42933300,Automater,for salg av varer
42940000,Maskiner,til varmebehandling av materialerMaskiner til varmebehandling av gassOvner og tilbehørVakuumovnerTermostatbad og tilbehørAvkjølingsspolerUltralydbadImmersjonstermostaterImmersjonsavkjølereAvkjøler og avkjøler/varmesirkulatorResirkulerte avkjølereHøytemperaturs-sirkulatorerVarmesirkulatorerBadedeksel
42941000,Maskiner,til varmebehandling av gass
42942000,Ovner,og tilbehørVakuumovner
42943000,Termostatbad,og tilbehørAvkjølingsspolerUltralydbadImmersjonstermostaterImmersjonsavkjølereAvkjøler og avkjøler/varmesirkulatorResirkulerte avkjølereHøytemperaturs-sirkulatorerVarmesirkulatorerBadedeksel
42943400,Avkjøler,og avkjøler/varmesirkulator
42943500,Resirkulerte,avkjølere
42950000,Deler,til maskiner til generelle formålDeler til sentrifugerDeler til kalandereDeler til valsemaskinerDeler til filtreringsmaskinerDeler til rensemaskinerDeler til sprøytemaskinerLodd til veiemaskinerOppvaskmaskiner til storhusholdning
42952000,Deler,til sentrifuger
42953000,Deler,til kalandere
42954000,Deler,til valsemaskiner
42955000,Deler,til filtreringsmaskiner
42956000,Deler,til rensemaskiner
42957000,Deler,til sprøytemaskiner
42958000,Lodd,til veiemaskiner
42959000,Oppvaskmaskiner,til storhusholdning
42960000,Kommando-,"og kontrollsystem, trykking, grafikk, kontorautomasjon og informasjonsbehandlingsutstyrKommando- og kontrollsystemAdgangskontrollsystemerScada eller lignende systemSystem til lokalisering av kjøretøyerEkspedisjonssystemTrykk- og grafikkutstyrFilmfremkallingssystemTrykkpresseGrafiske arbeidsstasjonerHektografGraveringsmaskinerMyntpresseKontorautomatiseringsutstyrInformasjonsbehandlingsutstyrLagerstyringssystemDepotsystemStyreenhetDigital fjernbetjeningsenhetDiverse automaterDrikkevareautomatAutomater til hygieneartiklerAutomat til toalettpapirruller"
42961000,Kommando-,og kontrollsystemAdgangskontrollsystemerScada eller lignende systemSystem til lokalisering av kjøretøyerEkspedisjonssystem
42961200,Scada,eller lignende system
42961300,System,til lokalisering av kjøretøyer
42962000,Trykk-,og grafikkutstyrFilmfremkallingssystemTrykkpresseGrafiske arbeidsstasjonerHektografGraveringsmaskiner
42962300,Grafiske,arbeidsstasjoner
42967000,Styreenhet,fjernbetjeningsenhet
42967100,Digital,fjernbetjeningsenhet | fjernbetjeningsenhet
42968000,Diverse,automaterDrikkevareautomatAutomater til hygieneartiklerAutomat til toalettpapirruller
42968200,Automater,til hygieneartikler
42968300,Automat,til toalettpapirruller
42970000,Deler,"til oppvaskmaskiner og maskiner til rengjøring, påfylling, pakning eller innpakningDeler til oppvaskmaskinerDeler til rengjøringsmaskinerDeler til påfyllingsmaskinerDeler til pakkemaskinerDeler til innpakkingsmaskiner"
