CPV Code,Name,Description
42124000,Deler,"til pumper, kompressorer, maskiner eller motorerDeler til maskiner eller motorerDeler til pneumatiske maskinerDeler til hydrauliske kraftmaskiner eller motorerDeler til reaksjonsmotorerDeler til pumper eller væskeelevatorerDeler til drivstoff-, hånd- og betongpumperDeler til fortrengningspumper med stempel eller membranDeler til roterende fortrengningspumperDeler til sentrifugalpumperDeler til luft- eller vakuumpumper, luft- eller gasskompressorerDeler til luftpumperDeler til vakuumpumperDeler til luftkompressorerDeler til gasskompressorer"
42124100,Deler,til maskiner eller motorerDeler til pneumatiske maskinerDeler til hydrauliske kraftmaskiner eller motorerDeler til reaksjonsmotorer
42124130,Deler,til pneumatiske maskiner
42124150,Deler,til hydrauliske kraftmaskiner eller motorer
42124170,Deler,til reaksjonsmotorer
42124200,Deler,"til pumper eller væskeelevatorerDeler til drivstoff-, hånd- og betongpumperDeler til fortrengningspumper med stempel eller membranDeler til roterende fortrengningspumperDeler til sentrifugalpumper"
42124210,Deler,"til drivstoff-, hånd- og betongpumper"
42124220,Deler,til fortrengningspumper med stempel eller membran
42124230,Deler,til roterende fortrengningspumper
42124290,Deler,til sentrifugalpumper
42124300,Deler,"til luft- eller vakuumpumper, luft- eller gasskompressorerDeler til luftpumperDeler til vakuumpumperDeler til luftkompressorerDeler til gasskompressorer"
42124310,Deler,til luftpumper
42124320,Deler,til vakuumpumper
42124330,Deler,til luftkompressorer
42124340,Deler,til gasskompressorer
42130000,"Tappekraner,","kraner, ventiler og tilsvarende tilbehørTappekraner, kraner og ventilerFunksjonsdefinerte ventilerVentiler til sentralvarmeradiatorerSluseventilerTemperaturregulatorerTrykkreduksjons-, regulerings-, kontroll- eller sikkerhetsventilerStandrørsventilerHydranterTrykkventiler til gassylindreKonstruksjonsdefinerte ventilerKnivventilerTrykkledningsventilerSluseventilerSeteventilerNåleventilerKuleventilerKikventilerSpjeldventilerMembranventilerVentiltrær (Christmas trees (petro)) og andre ventilaggregaterVentiltrær (christmas trees (petro))Fordelerrør til reduksjonsventilerVentilaggregaterSanitetskraner, tappekranerDeler til kraner og ventilerVentilutløserVentilutløser, elektriskeVentilutløser, hydrauliskeVentilutløser, pneumatiskeKrandelerVentilerdeler"
42131000,"Tappekraner,","kraner og ventilerFunksjonsdefinerte ventilerVentiler til sentralvarmeradiatorerSluseventilerTemperaturregulatorerTrykkreduksjons-, regulerings-, kontroll- eller sikkerhetsventilerStandrørsventilerHydranterTrykkventiler til gassylindreKonstruksjonsdefinerte ventilerKnivventilerTrykkledningsventilerSluseventilerSeteventilerNåleventilerKuleventilerKikventilerSpjeldventilerMembranventilerVentiltrær (Christmas trees (petro)) og andre ventilaggregaterVentiltrær (christmas trees (petro))Fordelerrør til reduksjonsventilerVentilaggregaterSanitetskraner, tappekraner"
42131100,Funksjonsdefinerte,"ventilerVentiler til sentralvarmeradiatorerSluseventilerTemperaturregulatorerTrykkreduksjons-, regulerings-, kontroll- eller sikkerhetsventilerStandrørsventilerHydranterTrykkventiler til gassylindre"
42131110,Ventiler,til sentralvarmeradiatorer
42131140,"Trykkreduksjons-,","regulerings-, kontroll- eller sikkerhetsventiler"
42131170,Trykkventiler,til gassylindre
42131200,Konstruksjonsdefinerte,ventilerKnivventilerTrykkledningsventilerSluseventilerSeteventilerNåleventilerKuleventilerKikventilerSpjeldventilerMembranventiler
42131300,Ventiltrær,(Christmas trees (petro)) og andre ventilaggregaterVentiltrær (christmas trees (petro))Fordelerrør til reduksjonsventilerVentilaggregater
42131310,Ventiltrær,(christmas trees (petro))
42131320,Fordelerrør,til reduksjonsventiler
42131400,"Sanitetskraner,",tappekraner
42132000,Deler,"til kraner og ventilerVentilutløserVentilutløser, elektriskeVentilutløser, hydrauliskeVentilutløser, pneumatiskeKrandelerVentilerdeler"
42132100,Ventilutløser,"elektriskeVentilutløser, hydrauliskeVentilutløser, pneumatiske"
42132110,"Ventilutløser,","elektriskeVentilutløser, hydrauliskeVentilutløser, pneumatiske | elektriske"
42132120,"Ventilutløser,",hydrauliske
42132130,"Ventilutløser,",pneumatiske
42140000,"Tannhjul,","tannhjulsutvekslinger og drivsystemerVanlige tannhjul, tannhjulsutvekslinger og drivsystemerTransmisjons-, kam- og veivakslerTransmisjonsaksler, overføringsakslerKamakslerVeivakslerLagerhusTannhjul og tannhjulutvekslingerSvinghjul og reimskiverVinsjerKoblinger, clutchTaljerAkselkoblingerKardangknuterDeler til tannhjulutvekslinger og drivsystemerDeler til utvekslingssystemerDeler til drivsystemer"
42141000,Vanlige,"tannhjul, tannhjulsutvekslinger og drivsystemerTransmisjons-, kam- og veivakslerTransmisjonsaksler, overføringsakslerKamakslerVeivakslerLagerhusTannhjul og tannhjulutvekslingerSvinghjul og reimskiverVinsjerKoblinger, clutchTaljerAkselkoblingerKardangknuter"
42141100,"Transmisjons-,","kam- og veivakslerTransmisjonsaksler, overføringsakslerKamakslerVeivaksler"
42141110,"Transmisjonsaksler,",overføringsaksler
42141300,Tannhjul,og tannhjulutvekslinger
42141400,Svinghjul,og reimskiverVinsjer
42141500,"Koblinger,",clutch
42142000,Deler,til tannhjulutvekslinger og drivsystemerDeler til utvekslingssystemerDeler til drivsystemer
42142100,Deler,til utvekslingssystemer
42142200,Deler,til drivsystemer
42150000,Atomreaktorer,og delerAtomreaktorerDeler til atomreaktorerKjølesystemer til atomreaktorerDeler til atomreaktorbeholdere
42152000,Deler,til atomreaktorerKjølesystemer til atomreaktorerDeler til atomreaktorbeholdere
42152100,Kjølesystemer,til atomreaktorer
42152200,Deler,til atomreaktorbeholdere
42160000,Kjeleinstallasjoner,til kjelerDampkondensatorer
42161000,Varmtvannskjeler,til kjelerDampkondensatorer
42162000,Dampkjeler,til kjelerDampkondensatorer
42163000,Dampgeneratorer,til kjelerDampkondensatorer
42164000,Hjelpeanlegg,til kjelerDampkondensatorer | til kjeler
42200000,Maskiner,"til bearbeiding av matvarer, drikkevarer og tobakk samt tilhørende delerMaskiner til bearbeiding av matvarer, drikkevarer og tobakkMeierimaskinerMelkeseparatorerMaskiner til bearbeiding av korn eller tørkede grønnsakerMaskiner til bruk ved fremstilling av alkoholholdige drikkevarer eller fruktdrikkevarerKomfyrer, anlegg til tørking av landbruksprodukter og utstyr til matlaging eller oppvarmingKomfyrerGrillerTørkere for landbruksprodukterMaskiner for industriell behandling av mat- eller drikkevarerKuttemaskiner til matBrød-skjæremaskinerBaconskjæremaskinerMaskiner til bearbeiding av næringsmidlerPastamaskinerMaskiner til bearbeiding av tobakkDeler til maskiner til bearbeiding av matvarer, drikkevarer og tobakkDeler til maskiner til bearbeiding av matvarerDeler til meierimaskinerDeler til melkemaskinerDeler til maskiner til bearbeiding av drikkevarerDeler til maskiner til bearbeiding av tobakk"
42210000,Maskiner,"til bearbeiding av matvarer, drikkevarer og tobakkMeierimaskinerMelkeseparatorerMaskiner til bearbeiding av korn eller tørkede grønnsakerMaskiner til bruk ved fremstilling av alkoholholdige drikkevarer eller fruktdrikkevarerKomfyrer, anlegg til tørking av landbruksprodukter og utstyr til matlaging eller oppvarmingKomfyrerGrillerTørkere for landbruksprodukterMaskiner for industriell behandling av mat- eller drikkevarerKuttemaskiner til matBrød-skjæremaskinerBaconskjæremaskinerMaskiner til bearbeiding av næringsmidlerPastamaskinerMaskiner til bearbeiding av tobakk"
42212000,Maskiner,til bearbeiding av korn eller tørkede grønnsaker
42213000,Maskiner,til bruk ved fremstilling av alkoholholdige drikkevarer eller fruktdrikkevarer
42214000,"Komfyrer,",anlegg til tørking av landbruksprodukter og utstyr til matlaging eller oppvarmingKomfyrerGrillerTørkere for landbruksprodukter
42214200,Tørkere,for landbruksprodukter
42215000,Maskiner,for industriell behandling av mat- eller drikkevarerKuttemaskiner til matBrød-skjæremaskinerBaconskjæremaskinerMaskiner til bearbeiding av næringsmidlerPastamaskiner
42215100,Kuttemaskiner,til matBrød-skjæremaskinerBaconskjæremaskiner
42215200,Maskiner,til bearbeiding av næringsmidler
42216000,Maskiner,til bearbeiding av tobakk
42220000,Deler,"til maskiner til bearbeiding av matvarer, drikkevarer og tobakkDeler til maskiner til bearbeiding av matvarerDeler til meierimaskinerDeler til melkemaskinerDeler til maskiner til bearbeiding av drikkevarerDeler til maskiner til bearbeiding av tobakk"
42221000,Deler,til maskiner til bearbeiding av matvarerDeler til meierimaskinerDeler til melkemaskiner
42221100,Deler,til meierimaskinerDeler til melkemaskiner
42221110,Deler,til melkemaskiner
42222000,Deler,til maskiner til bearbeiding av drikkevarer
42223000,Deler,til maskiner til bearbeiding av tobakk
42300000,"Fyr,","forbrenningsovner, ovner, til laboratorie- og industribrukOvnsbrennereAvfall forbrenningsovnerSmelteovnerOvner, ikke til husholdningerOvner til kommersiell brukKrematorieovnerDeler til ovnsbrennere, fyr eller ovner"
42320000,Avfall,forbrenningsovner
42340000,"Ovner,",ikke til husholdningerOvner til kommersiell bruk
42341000,Ovner,til kommersiell bruk
42390000,Deler,"til ovnsbrennere, fyr eller ovner"
42400000,Løfte-,"og håndteringsutstyr samt -delerLøfte- og håndterings utstyrTaljer og heisesystemerVinsjer, gangspill og spill til bruk i gruvesjakter og under jordenVinsjer til gruvesjakter og vinsjer til bruk under jordenVinsjer til gruvesjakterVinsjer til bruk under jordenGangspillJekker og kjøretøys heiserInnbygde løftesystemerHydrauliske jekkerPneumatiske jekkerMekaniske jekkerKjøretøys heiserKraner, mobile løfterammer og trucker med kranKranerHavnekranerKaikranerStablekranerContainerkranerTårnkranerTraverskranerLøpekranRullebruPortal utliggerkranMobile løfterammerUtliggerkran på sokkelKraner montert på kjøretøyerLastebilkranerBrukranerGaffeltrucker, trucker, perrong traktorerLøftetruckerGaffeltruckerTruckerTrucker med håndterings utstyrJernbanestasjons perrong traktorerFørerløse kjøretøy (Free-Steered Vehicles)Utstyr til utryknings kjøretøyerHeiser, elevatorer med heisespann, elevatorer, rulletrapper, rullende fortauHeiserBadeheiser, løfteanordninger til badekarVareheiserMekaniske heiserElevatorer med heisespannHeiser for avfallstransportHeiseverk, vinsjer, taljerRulletrapperRullende fortauElevatorer og transportørerPneumatiske elevatorer eller transportørerTransportørerKurvtransportører eller -elevatorer med kontinuerlig driftBåndtransportører eller -elevatorer med kontinuerlig driftPanseroverdekte transportører (AFC) til bruk i gruverTransportørutstyrBåndtransportørerAnleggsmaskiner til løfting, håndtering, lasting eller lossingGruvevognskyvere og skyvebroer til lokomotiver eller vognerUtstyr til enskinnebaner eller skiheiserUtstyr til taubanerStolheiserUtstyr til skiheiserUtstyr til fjerning av toppen av flammetårnKarusellagrings- og gjenfinningsmaskinerMekanisk håndteringsutstyrLast- eller håndteringmaskinerUtstyr til lastingUtstyr til lossingSidelastereContainerhåndteringsutstyrDeler til løfte- og håndteringsutstyrDeler til kranerDeler til truckerDeler til heiser, elevatorer med heisespann eller rulletrapperDeler til heiserDeler til elevatorer med heisespannDeler til rulletrapperDeler til rullende fortauDeler til transportørerDeler til båndtransportørerDeler til spanntransportørerDeler til vinsjer og annet løfte- eller håndteringsutstyrSpann, skuffer, grabber og gripere til kraner og gravemaskiner"
42410000,Løfte-,"og håndterings utstyrTaljer og heisesystemerVinsjer, gangspill og spill til bruk i gruvesjakter og under jordenVinsjer til gruvesjakter og vinsjer til bruk under jordenVinsjer til gruvesjakterVinsjer til bruk under jordenGangspillJekker og kjøretøys heiserInnbygde løftesystemerHydrauliske jekkerPneumatiske jekkerMekaniske jekkerKjøretøys heiserKraner, mobile løfterammer og trucker med kranKranerHavnekranerKaikranerStablekranerContainerkranerTårnkranerTraverskranerLøpekranRullebruPortal utliggerkranMobile løfterammerUtliggerkran på sokkelKraner montert på kjøretøyerLastebilkranerBrukranerGaffeltrucker, trucker, perrong traktorerLøftetruckerGaffeltruckerTruckerTrucker med håndterings utstyrJernbanestasjons perrong traktorerFørerløse kjøretøy (Free-Steered Vehicles)Utstyr til utryknings kjøretøyerHeiser, elevatorer med heisespann, elevatorer, rulletrapper, rullende fortauHeiserBadeheiser, løfteanordninger til badekarVareheiserMekaniske heiserElevatorer med heisespannHeiser for avfallstransportHeiseverk, vinsjer, taljerRulletrapperRullende fortauElevatorer og transportørerPneumatiske elevatorer eller transportørerTransportørerKurvtransportører eller -elevatorer med kontinuerlig driftBåndtransportører eller -elevatorer med kontinuerlig driftPanseroverdekte transportører (AFC) til bruk i gruverTransportørutstyrBåndtransportørerAnleggsmaskiner til løfting, håndtering, lasting eller lossingGruvevognskyvere og skyvebroer til lokomotiver eller vognerUtstyr til enskinnebaner eller skiheiserUtstyr til taubanerStolheiserUtstyr til skiheiserUtstyr til fjerning av toppen av flammetårnKarusellagrings- og gjenfinningsmaskinerMekanisk håndteringsutstyrLast- eller håndteringmaskinerUtstyr til lastingUtstyr til lossingSidelastereContainerhåndteringsutstyrDeler til løfte- og håndteringsutstyrDeler til kranerDeler til truckerDeler til heiser, elevatorer med heisespann eller rulletrapperDeler til heiserDeler til elevatorer med heisespannDeler til rulletrapperDeler til rullende fortauDeler til transportørerDeler til båndtransportørerDeler til spanntransportørerDeler til vinsjer og annet løfte- eller håndteringsutstyr"
42411000,Taljer,og heisesystemer
42412000,"Vinsjer,",gangspill og spill til bruk i gruvesjakter og under jordenVinsjer til gruvesjakter og vinsjer til bruk under jordenVinsjer til gruvesjakterVinsjer til bruk under jordenGangspill
42412100,Vinsjer,til gruvesjakter og vinsjer til bruk under jordenVinsjer til gruvesjakterVinsjer til bruk under jorden
42412110,Vinsjer,til gruvesjakter
42412120,Vinsjer,til bruk under jorden
42413000,Jekker,og kjøretøys heiserInnbygde løftesystemerHydrauliske jekkerPneumatiske jekkerMekaniske jekkerKjøretøys heiser
42413100,Innbygde,løftesystemer
42413200,Hydrauliske,jekker
42413300,Pneumatiske,jekker
42413400,Mekaniske,jekker
42413500,Kjøretøys,heiser
42414000,"Kraner,",mobile løfterammer og trucker med kranKranerHavnekranerKaikranerStablekranerContainerkranerTårnkranerTraverskranerLøpekranRullebruPortal utliggerkranMobile løfterammerUtliggerkran på sokkelKraner montert på kjøretøyerLastebilkranerBrukraner
42414300,Portal,utliggerkranMobile løfterammerUtliggerkran på sokkel
42414310,Mobile,løfterammer
42414320,Utliggerkran,på sokkel
42414400,Kraner,montert på kjøretøyerLastebilkraner
42415000,"Gaffeltrucker,","trucker, perrong traktorerLøftetruckerGaffeltruckerTruckerTrucker med håndterings utstyrJernbanestasjons perrong traktorerFørerløse kjøretøy (Free-Steered Vehicles)Utstyr til utryknings kjøretøyer"
42415200,Trucker,med håndterings utstyr
42415210,Trucker,med håndterings utstyr | med håndterings utstyr
42415300,Jernbanestasjons,perrong traktorerFørerløse kjøretøy (Free-Steered Vehicles)Utstyr til utryknings kjøretøyer
42415310,Førerløse,kjøretøy (Free-Steered Vehicles)
42415320,Utstyr,til utryknings kjøretøyer
42416000,"Heiser,","elevatorer med heisespann, elevatorer, rulletrapper, rullende fortauHeiserBadeheiser, løfteanordninger til badekarVareheiserMekaniske heiserElevatorer med heisespannHeiser for avfallstransportHeiseverk, vinsjer, taljerRulletrapperRullende fortau"
42416100,Heiser,løfteanordninger til badekarVareheiserMekaniske heiser
42416110,"Badeheiser,",løfteanordninger til badekarVareheiserMekaniske heiser | løfteanordninger til badekar
42416130,Mekaniske,heiser
42416200,Elevatorer,med heisespannHeiser for avfallstransport
42416210,Heiser,for avfallstransport
42416300,"Heiseverk,","vinsjer, taljer"
42416500,Rullende,fortau
42417000,Elevatorer,og transportørerPneumatiske elevatorer eller transportørerTransportørerKurvtransportører eller -elevatorer med kontinuerlig driftBåndtransportører eller -elevatorer med kontinuerlig driftPanseroverdekte transportører (AFC) til bruk i gruverTransportørutstyrBåndtransportører
42417100,Pneumatiske,elevatorer eller transportører
42417200,Transportører,eller -elevatorer med kontinuerlig driftBåndtransportører eller -elevatorer med kontinuerlig driftPanseroverdekte transportører (AFC) til bruk i gruver
42417210,Kurvtransportører,eller -elevatorer med kontinuerlig driftBåndtransportører eller -elevatorer med kontinuerlig driftPanseroverdekte transportører (AFC) til bruk i gruver | eller -elevatorer med kontinuerlig drift
42417220,Båndtransportører,eller -elevatorer med kontinuerlig drift
42417230,Panseroverdekte,transportører (AFC) til bruk i gruver
42418000,Anleggsmaskiner,"til løfting, håndtering, lasting eller lossingGruvevognskyvere og skyvebroer til lokomotiver eller vognerUtstyr til enskinnebaner eller skiheiserUtstyr til taubanerStolheiserUtstyr til skiheiserUtstyr til fjerning av toppen av flammetårnKarusellagrings- og gjenfinningsmaskinerMekanisk håndteringsutstyrLast- eller håndteringmaskinerUtstyr til lastingUtstyr til lossingSidelastereContainerhåndteringsutstyr"
42418100,Gruvevognskyvere,og skyvebroer til lokomotiver eller vogner
42418200,Utstyr,til enskinnebaner eller skiheiserUtstyr til taubanerStolheiserUtstyr til skiheiser
42418210,Utstyr,til taubaner
42418290,Utstyr,til skiheiser
42418300,Utstyr,til fjerning av toppen av flammetårn
42418400,Karusellagrings-,og gjenfinningsmaskiner
42418500,Mekanisk,håndteringsutstyr
42418900,Last-,eller håndteringmaskinerUtstyr til lastingUtstyr til lossingSidelastereContainerhåndteringsutstyr
42418910,Utstyr,til lasting
42418920,Utstyr,til lossing
42419000,Deler,"til løfte- og håndteringsutstyrDeler til kranerDeler til truckerDeler til heiser, elevatorer med heisespann eller rulletrapperDeler til heiserDeler til elevatorer med heisespannDeler til rulletrapperDeler til rullende fortauDeler til transportørerDeler til båndtransportørerDeler til spanntransportørerDeler til vinsjer og annet løfte- eller håndteringsutstyr"
42419100,Deler,til kraner
42419200,Deler,til trucker
42419500,Deler,"til heiser, elevatorer med heisespann eller rulletrapperDeler til heiserDeler til elevatorer med heisespannDeler til rulletrapperDeler til rullende fortau"
42419510,Deler,til heiser
42419520,Deler,til elevatorer med heisespann
42419530,Deler,til rulletrapper
42419540,Deler,til rullende fortau
42419800,Deler,til transportørerDeler til båndtransportørerDeler til spanntransportører
42419810,Deler,til båndtransportører
42419890,Deler,til spanntransportører
42419900,Deler,til vinsjer og annet løfte- eller håndteringsutstyr
42420000,"Spann,","skuffer, grabber og gripere til kraner og gravemaskiner"
42500000,Kjøle-,"og ventilasjonsutstyrVarmevekslere, luftkondisjonerings- og kjølingsutstyr og filtreringsmaskinerVarmevekslere og apparater til fremstilling av flytende luft eller andre gasserVarmevekslereVarmepumperApparater til fremstilling av flytende luft eller andre gasserLuftkondisjoneringsinstallasjonerLuftkondisjoneringsapparater, montert på vinduerLuftkondisjoneringsapparater, montert på veggKlima-aggregaterLuftkondisjoneringsapparater til kjøretøyerDeler til luftkondisjoneringsmaskinerSpjeldLuftspjeldKjøle- og fryseutstyrFryseutstyrKjøleutstyrKjølemontrerKjølediskerKjøleapparater til industriell brukMaskiner og apparater til filtrering eller rensing av gasserElektrostatiske luft- og gassrensereFiltreringsapparaterLuftfiltreGassfiltreOppvarmingstank i distrikteneVentilasjonsutstyrRøykutsugingsutstyrVifter, ikke til husholdningerDeler til vifterDeler til kjøle- og fryseutstyr samt varmepumperDeler til kjøleutstyrDeler til fryseutstyrDeler til varmepumper"
42510000,"Varmevekslere,","luftkondisjonerings- og kjølingsutstyr og filtreringsmaskinerVarmevekslere og apparater til fremstilling av flytende luft eller andre gasserVarmevekslereVarmepumperApparater til fremstilling av flytende luft eller andre gasserLuftkondisjoneringsinstallasjonerLuftkondisjoneringsapparater, montert på vinduerLuftkondisjoneringsapparater, montert på veggKlima-aggregaterLuftkondisjoneringsapparater til kjøretøyerDeler til luftkondisjoneringsmaskinerSpjeldLuftspjeldKjøle- og fryseutstyrFryseutstyrKjøleutstyrKjølemontrerKjølediskerKjøleapparater til industriell brukMaskiner og apparater til filtrering eller rensing av gasserElektrostatiske luft- og gassrensereFiltreringsapparaterLuftfiltreGassfiltreOppvarmingstank i distriktene"
42511000,Varmevekslere,og apparater til fremstilling av flytende luft eller andre gasserVarmevekslereVarmepumperApparater til fremstilling av flytende luft eller andre gasser
42511200,Apparater,til fremstilling av flytende luft eller andre gasser
42512000,Luftkondisjoneringsinstallasjoner,"montert på vinduerLuftkondisjoneringsapparater, montert på veggKlima-aggregaterLuftkondisjoneringsapparater til kjøretøyerDeler til luftkondisjoneringsmaskinerSpjeldLuftspjeld"
42512100,"Luftkondisjoneringsapparater,","montert på vinduerLuftkondisjoneringsapparater, montert på veggKlima-aggregaterLuftkondisjoneringsapparater til kjøretøyerDeler til luftkondisjoneringsmaskinerSpjeldLuftspjeld | montert på vinduer"
42512200,"Luftkondisjoneringsapparater,",montert på vegg
42512400,Luftkondisjoneringsapparater,til kjøretøyer
42512500,Deler,til luftkondisjoneringsmaskinerSpjeldLuftspjeld
42513000,Kjøle-,og fryseutstyrFryseutstyrKjøleutstyrKjølemontrerKjølediskerKjøleapparater til industriell bruk
42513200,Kjøleutstyr,til industriell bruk
42513210,Kjølemontrer,til industriell bruk
42513220,Kjøledisker,til industriell bruk
42513290,Kjøleapparater,til industriell bruk | til industriell bruk
42514000,Maskiner,og apparater til filtrering eller rensing av gasserElektrostatiske luft- og gassrensereFiltreringsapparaterLuftfiltreGassfiltre
42514200,Elektrostatiske,luft- og gassrensere
42515000,Oppvarmingstank,i distriktene
42520000,Ventilasjonsutstyr,ikke til husholdningerDeler til vifter
42521000,Røykutsugingsutstyr,ikke til husholdningerDeler til vifter
42522000,"Vifter,",ikke til husholdningerDeler til vifter | ikke til husholdningerDeler til vifter
42522100,Deler,til vifter
42530000,Deler,til kjøle- og fryseutstyr samt varmepumperDeler til kjøleutstyrDeler til fryseutstyrDeler til varmepumper
42531000,Deler,til kjøleutstyr
42532000,Deler,til fryseutstyr
42533000,Deler,til varmepumper
42600000,Verktøysmaskiner,"med laserstråler og maskineringssentreSpesialverktøymaskinerMaskineringssentreMaskineringssentre med horisontal spindelMaskineringssentre med vertikal spindelDreiebenker, bore- og fresemaskinerDreiebenkerCNC-dreiebenkGjenge- eller tappgjengemaskinerFresemaskinerVerktøymaskiner til bearbeiding av metallVerktøymaskiner til overflatebehandling av metallNumerisk styrte maskiner til bearbeiding av metallMaskiner til bøying, falsing, retting eller opprettingSmiemaskinerHamremaskinerPresserHydrauliske presserVerktøymaskiner til boring, utboring eller fresing i metallVerktøymaskiner til boring i metallVerktøymaskiner til utboring i metallVerktøymaskiner til fresing i metallMaskineringssentre til metallbearbeidingVerktøymaskiner til bearbeiding av harde materialer unntatt metallVerktøymaskiner til bearbeiding av stein, keramisk, betong eller glassVerktøymaskiner til bearbeiding av steinVerktøymaskiner til bearbeiding av keramikkVerktøymaskiner til bearbeiding av betongVerktøymaskiner til bearbeiding av glassVerktøymaskiner til bearbeiding av tre, ben, kork, hardgummi eller hardplastVerktøymaskiner til bearbeiding av treVerktøymaskiner til bearbeiding av benVerktøymaskiner til bearbeiding av korkVerktøymaskiner til bearbeiding av hardgummiVerktøymaskiner til bearbeiding av hardplastPneumatiske eller motordrevne håndverktøyPneumatiske håndverktøyElektromekaniske håndverktøyVerktøy til lodding, slaglodding og sveising, maskiner og utstyr til overflateherding og varmesprøytingApparater til lodding og slagloddingLoddeutstyrSlagloddeutstyrSveiseutstyrElektrisk sveiseutstyrIkke-elektrisk sveiseutstyrMaskiner til overflateherdingSmelteutstyrSmelteutstyr til plastMetallsprøytemaskinerDeler og tilbehør til verktøymaskinerVerktøysholdereFraktere for laboratorieverktøyReagensrørholdere for badMaterialeholdere til verktøymaskinerDeleanordninger og spesialtilbehør til verktøymaskinerDeler og tilbehør til verktøymaskiner til bearbeiding av metallDeler og tilbehør til verktøymaskiner til bearbeiding av harde materialerDeler til kjedesagerDeler til håndverktøyDeler til pneumatisk verktøy"
42610000,"Verktøymaskiner,","med laserstråler og maskineringssentreSpesialverktøymaskinerMaskineringssentreMaskineringssentre med horisontal spindelMaskineringssentre med vertikal spindelDreiebenker, bore- og fresemaskinerDreiebenkerCNC-dreiebenkGjenge- eller tappgjengemaskinerFresemaskinerVerktøymaskiner til bearbeiding av metallVerktøymaskiner til overflatebehandling av metallNumerisk styrte maskiner til bearbeiding av metallMaskiner til bøying, falsing, retting eller opprettingSmiemaskinerHamremaskinerPresserHydrauliske presserVerktøymaskiner til boring, utboring eller fresing i metallVerktøymaskiner til boring i metallVerktøymaskiner til utboring i metallVerktøymaskiner til fresing i metallMaskineringssentre til metallbearbeidingVerktøymaskiner til bearbeiding av harde materialer unntatt metallVerktøymaskiner til bearbeiding av stein, keramisk, betong eller glassVerktøymaskiner til bearbeiding av steinVerktøymaskiner til bearbeiding av keramikkVerktøymaskiner til bearbeiding av betongVerktøymaskiner til bearbeiding av glassVerktøymaskiner til bearbeiding av tre, ben, kork, hardgummi eller hardplastVerktøymaskiner til bearbeiding av treVerktøymaskiner til bearbeiding av benVerktøymaskiner til bearbeiding av korkVerktøymaskiner til bearbeiding av hardgummiVerktøymaskiner til bearbeiding av hardplastPneumatiske eller motordrevne håndverktøyPneumatiske håndverktøyElektromekaniske håndverktøyVerktøy til lodding, slaglodding og sveising, maskiner og utstyr til overflateherding og varmesprøytingApparater til lodding og slagloddingLoddeutstyrSlagloddeutstyrSveiseutstyrElektrisk sveiseutstyrIkke-elektrisk sveiseutstyrMaskiner til overflateherdingSmelteutstyrSmelteutstyr til plastMetallsprøytemaskinerDeler og tilbehør til verktøymaskinerVerktøysholdereFraktere for laboratorieverktøyReagensrørholdere for badMaterialeholdere til verktøymaskinerDeleanordninger og spesialtilbehør til verktøymaskinerDeler og tilbehør til verktøymaskiner til bearbeiding av metallDeler og tilbehør til verktøymaskiner til bearbeiding av harde materialerDeler til kjedesagerDeler til håndverktøyDeler til pneumatisk verktøy | med laserstråler og maskineringssentreSpesialverktøymaskinerMaskineringssentreMaskineringssentre med horisontal spindelMaskineringssentre med vertikal spindel"
42612000,Maskineringssentre,med horisontal spindelMaskineringssentre med vertikal spindel
42612100,Maskineringssentre,med horisontal spindelMaskineringssentre med vertikal spindel | med horisontal spindel
42612200,Maskineringssentre,med vertikal spindel
42620000,"Dreiebenker,",bore- og fresemaskinerDreiebenkerCNC-dreiebenkGjenge- eller tappgjengemaskinerFresemaskiner
42622000,Gjenge-,eller tappgjengemaskiner
42630000,Verktøymaskiner,"til bearbeiding av metallVerktøymaskiner til overflatebehandling av metallNumerisk styrte maskiner til bearbeiding av metallMaskiner til bøying, falsing, retting eller opprettingSmiemaskinerHamremaskinerPresserHydrauliske presserVerktøymaskiner til boring, utboring eller fresing i metallVerktøymaskiner til boring i metallVerktøymaskiner til utboring i metallVerktøymaskiner til fresing i metallMaskineringssentre til metallbearbeiding"
42631000,Verktøymaskiner,til overflatebehandling av metall
42632000,Numerisk,styrte maskiner til bearbeiding av metall
42633000,Maskiner,"til bøying, falsing, retting eller oppretting"
42636000,Presser,presser
42636100,Hydrauliske,presser | presser
42637000,Verktøymaskiner,"til boring, utboring eller fresing i metallVerktøymaskiner til boring i metallVerktøymaskiner til utboring i metallVerktøymaskiner til fresing i metall"
42637100,Verktøymaskiner,til boring i metall
42637200,Verktøymaskiner,til utboring i metall
42637300,Verktøymaskiner,til fresing i metall
42638000,Maskineringssentre,til metallbearbeiding
42640000,Verktøymaskiner,"til bearbeiding av harde materialer unntatt metallVerktøymaskiner til bearbeiding av stein, keramisk, betong eller glassVerktøymaskiner til bearbeiding av steinVerktøymaskiner til bearbeiding av keramikkVerktøymaskiner til bearbeiding av betongVerktøymaskiner til bearbeiding av glassVerktøymaskiner til bearbeiding av tre, ben, kork, hardgummi eller hardplastVerktøymaskiner til bearbeiding av treVerktøymaskiner til bearbeiding av benVerktøymaskiner til bearbeiding av korkVerktøymaskiner til bearbeiding av hardgummiVerktøymaskiner til bearbeiding av hardplast"
